assay_chembl_id,canonical_smiles,data_validity_comment,molecule_chembl_id,pchembl_value,relation,src_id,standard_relation,standard_type,standard_units,standard_value,type,units,value
CHEMBL2020695,O[C@]1(c2ccc(F)c(F)c2)CCNC[C@@H]1c1onc(-c2c(Cl)cccc2Cl)c1Br,,CHEMBL2017099,5.41,=,1,=,Ki,nM,3900.0,Ki,uM,3.9
CHEMBL2020695,O[C@]1(c2ccc(F)c(F)c2)CCNC[C@@H]1c1onc(-c2cccc3ccccc23)c1Br,,CHEMBL2017100,5.38,=,1,=,Ki,nM,4200.0,Ki,uM,4.2
CHEMBL2020695,CC(=O)NCCc1ccccc1-c1noc([C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)c1Br,,CHEMBL2017101,4.98,=,1,=,Ki,nM,10500.0,Ki,uM,10.5
CHEMBL2020695,CC(=O)NCCc1ccccc1-c1onc([C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)c1Br,,CHEMBL2017102,4.97,=,1,=,Ki,nM,10700.0,Ki,uM,10.7
CHEMBL2020695,O[C@]1(c2ccc(F)c(F)c2)CCNC[C@@H]1c1cc(-c2c(Cl)cccc2Cl)on1,,CHEMBL2017103,5.01,=,1,=,Ki,nM,9800.0,Ki,uM,9.8
CHEMBL2020695,CC(=O)NCCc1cc(F)ccc1-c1onc([C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)c1Br,,CHEMBL2017104,4.64,=,1,=,Ki,nM,23000.0,Ki,uM,23.0
CHEMBL2020695,CC(=O)NCCc1ccccc1-c1cc([C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)no1,,CHEMBL2017105,5.48,=,1,=,Ki,nM,3300.0,Ki,uM,3.3
CHEMBL2020695,CC(=O)NCCc1ccccc1-c1onc([C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)c1Cl,,CHEMBL2017106,4.82,=,1,=,Ki,nM,15300.0,Ki,uM,15.3
CHEMBL2020695,CC(=O)NCCc1ccccc1-c1onc([C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)c1C(C)=O,,CHEMBL2017107,4.86,=,1,=,Ki,nM,13700.0,Ki,uM,13.7
CHEMBL2020695,CC(=O)NCCc1ccccc1-c1onc([C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)c1C(C)O,,CHEMBL2017108,4.47,=,1,=,Ki,nM,33600.0,Ki,uM,33.6
CHEMBL2020695,CC(=O)NCCc1ccccc1-c1onc([C@H]2CNCC[C@@H]2c2ccc(F)c(F)c2)c1Br,,CHEMBL2017109,4.71,=,1,=,Ki,nM,19500.0,Ki,uM,19.5
CHEMBL2020695,CO[C@]1(c2ccc(F)c(F)c2)CCNC[C@@H]1c1noc(-c2ccccc2CCNC(C)=O)c1Br,,CHEMBL2017110,4.67,=,1,=,Ki,nM,21200.0,Ki,uM,21.2
CHEMBL2020695,CC(=O)NCCc1ccccc1-c1onc([C@H]2CNCC[C@]2(C(N)=O)c2ccc(F)c(F)c2)c1Br,,CHEMBL2017111,4.52,=,1,=,Ki,nM,30000.0,Ki,uM,30.0
CHEMBL2020695,COC[C@H](C)COCc1ccc([C@@]2(O)CCNC[C@@H]2c2noc(-c3ccccc3CCNC(C)=O)c2Br)cc1,,CHEMBL2017113,4.51,=,1,=,Ki,nM,31200.0,Ki,uM,31.2
CHEMBL2020788,CC(=O)N1CCC(C(=O)N(CCCN2CCN(Cc3ccc(F)cc3)CC2)c2ccc(C)c(Cl)c2)CC1.Cl,,CHEMBL2017374,5.74,=,1,=,IC50,nM,1820.0,IC50,uM,1.82
CHEMBL2024791,Nc1ncc(-c2cnn(CCO)c2)c2scc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12,,CHEMBL1980297,6.00,=,1,=,IC50,nM,1000.0,IC50,uM,1.0
CHEMBL2025328,c1ccc(-n2cc(-c3ccnc4ccccc34)cn2)cc1,,CHEMBL2022867,5.60,=,1,=,IC50,nM,2500.0,IC50,uM,2.5
CHEMBL2025328,COc1ccc2c(-c3cnn(-c4ccccc4)c3)ccnc2c1,,CHEMBL2023457,5.60,=,1,=,IC50,nM,2500.0,IC50,uM,2.5
CHEMBL2026445,CCOc1cc2nccc(Oc3cnc(CC(=O)Nc4n[nH]c(CC)c4C)c(OC)c3)c2cc1OC,,CHEMBL2023802,4.12,=,1,=,IC50,nM,76000.0,IC50,uM,76.0
CHEMBL2024805,CCN(CC)CCCNc1nnc(-c2ccc(NC(=O)c3ccccc3F)cc2)o1,,CHEMBL2022935,4.90,=,1,=,IC50,nM,12589.25,pIC50,,4.9
CHEMBL2024805,O=C(Nc1ccc(-c2nnc(NCCCN3CCCC3)o2)cc1)c1ccccc1F,,CHEMBL2022499,5.10,=,1,=,IC50,nM,7943.28,pIC50,,5.1
CHEMBL2024805,O=C(Nc1ccc(-c2nnc(NCCCN3CCCCC3)o2)cc1)c1ccccc1F,,CHEMBL2022496,5.10,=,1,=,IC50,nM,7943.28,pIC50,,5.1
CHEMBL2024805,O=C(Nc1ccc(-c2nnc(NCCCN3CCCCCC3)o2)cc1)c1ccccc1F,,CHEMBL2022938,5.20,=,1,=,IC50,nM,6309.57,pIC50,,5.2
CHEMBL2024805,O=C(Nc1ccc(-c2nnc(NCCCN3CCOCC3)o2)cc1)c1ccccc1F,,CHEMBL2022497,4.50,=,1,=,IC50,nM,31622.78,pIC50,,4.5
CHEMBL2024805,O=C(Nc1ccc(-c2nnc(NCCCN3CCCCC3)o2)cc1)c1ccccc1,,CHEMBL2022939,4.80,=,1,=,IC50,nM,15848.93,pIC50,,4.8
CHEMBL2024805,O=C(Nc1ccc(-c2nnc(NCCCN3CCCCC3)o2)cc1)c1ccccc1Cl,,CHEMBL2022940,4.90,=,1,=,IC50,nM,12589.25,pIC50,,4.9
CHEMBL2024805,Cc1ccccc1C(=O)Nc1ccc(-c2nnc(NCCCN3CCCCC3)o2)cc1,,CHEMBL2022941,5.10,=,1,=,IC50,nM,7943.28,pIC50,,5.1
CHEMBL2024805,O=C(Nc1ccc(-c2nnc(NCCCN3CCCCC3)o2)cc1)c1cccc(F)c1,,CHEMBL2023916,5.10,=,1,=,IC50,nM,7943.28,pIC50,,5.1
CHEMBL2024805,O=C(Nc1ccc(-c2nnc(NCCCN3CCCCC3)o2)cc1)c1ccc(F)cc1,,CHEMBL2021948,5.00,=,1,=,IC50,nM,10000.0,pIC50,,5.0
CHEMBL2024805,O=C(Nc1ccc(-c2nnc(NCCCN3CCCCC3)o2)cc1)c1c(F)cccc1F,,CHEMBL2023917,5.10,=,1,=,IC50,nM,7943.28,pIC50,,5.1
CHEMBL2024805,O=C(Nc1ccc(-c2nnc(NCCCN3CCCCC3)o2)cc1)C1CCCC1,,CHEMBL2023918,4.60,=,1,=,IC50,nM,25118.86,pIC50,,4.6
CHEMBL2024805,O=C(Nc1ccc(-c2nnc(NCCCN3CCCCC3)o2)cc1)C1CCCCC1,,CHEMBL2023919,4.70,=,1,=,IC50,nM,19952.62,pIC50,,4.7
CHEMBL2024805,O=C(Nc1ccc(-c2nnc(NCCCN3CCCCC3)o2)cc1)C1CCCCCC1,,CHEMBL2023920,4.70,=,1,=,IC50,nM,19952.62,pIC50,,4.7
CHEMBL2024805,O=C(Nc1ccc(-c2nnc(NCCCN3CCCCC3)o2)cc1F)c1ccccc1F,,CHEMBL2023921,5.20,=,1,=,IC50,nM,6309.57,pIC50,,5.2
CHEMBL2024805,CCc1cc(-c2nnc(NCCCN3CCCCC3)o2)ccc1NC(=O)c1ccccc1F,,CHEMBL2023922,4.60,=,1,=,IC50,nM,25118.86,pIC50,,4.6
CHEMBL2024805,Cc1cc(-c2nnc(NCCCN3CCCCC3)o2)ccc1NC(=O)c1ccccc1F,,CHEMBL2023923,4.80,=,1,=,IC50,nM,15848.93,pIC50,,4.8
CHEMBL2024805,O=C(Nc1ccc(-c2nnc(NCCCN3CCCCC3)o2)c(Cl)c1)c1ccccc1F,,CHEMBL2023924,5.40,=,1,=,IC50,nM,3981.07,pIC50,,5.4
CHEMBL2024805,Cc1cc(NC(=O)c2ccccc2F)ccc1-c1nnc(NCCCN2CCCCC2)o1,,CHEMBL2023925,5.40,=,1,=,IC50,nM,3981.07,pIC50,,5.4
CHEMBL2024805,COc1cc(NC(=O)c2ccccc2F)ccc1-c1nnc(NCCCN2CCCCC2)o1,,CHEMBL2022495,5.30,=,1,=,IC50,nM,5011.87,pIC50,,5.3
CHEMBL2024805,COc1cc(NC(=O)c2ccccc2F)ccc1-c1nnc(NCCCN2CCOCC2)o1,,CHEMBL2023926,4.80,=,1,=,IC50,nM,15848.93,pIC50,,4.8
CHEMBL2024805,CCOc1cc(NC(=O)c2ccccc2F)ccc1-c1nnc(NCCCN2CCCCC2)o1,,CHEMBL2023927,4.90,=,1,=,IC50,nM,12589.25,pIC50,,4.9
CHEMBL2024805,O=C(Nc1ccc(-c2nnc(NCCCN3CCCCC3)o2)c(F)c1)c1ccccc1F,,CHEMBL2023928,5.00,=,1,=,IC50,nM,10000.0,pIC50,,5.0
CHEMBL2024805,O=C(Nc1ccc(-c2nnc(NCCCN3CCCCC3)o2)c(C(F)(F)F)c1)c1ccccc1F,,CHEMBL2023929,5.30,=,1,=,IC50,nM,5011.87,pIC50,,5.3
CHEMBL2024805,CCc1cc(NC(=O)c2ccccc2F)ccc1-c1nnc(NCCCN2CCCCC2)o1,,CHEMBL2023930,5.40,=,1,=,IC50,nM,3981.07,pIC50,,5.4
CHEMBL2024833,COc1cc(NC(=O)c2ccccc2F)ccc1-c1nnc(NCCCN2CCCCC2)o1,,CHEMBL2022495,4.77,=,1,=,IC50,nM,16982.44,pIC50,,4.77
CHEMBL2026855,COc1cc(NC(=O)c2ccccc2F)ccc1-c1nnc(NCCCN2CCCCC2)o1,,CHEMBL2022495,5.30,=,1,=,IC50,nM,5011.87,pIC50,,5.3
CHEMBL2026856,COc1cc(NC(=O)c2ccccc2F)ccc1-c1nnc(NCCCN2CCCCC2)o1,,CHEMBL2022495,4.77,=,1,=,IC50,nM,16982.44,pIC50,,4.77
CHEMBL2026860,O=C(Nc1ccc(-c2nnc(NCCCN3CCCCC3)o2)cc1)c1ccccc1F,,CHEMBL2022496,5.10,=,1,=,IC50,nM,7943.28,pIC50,,5.1
CHEMBL2026860,O=C(Nc1ccc(-c2nnc(NCCCN3CCOCC3)o2)cc1)c1ccccc1F,,CHEMBL2022497,4.50,=,1,=,IC50,nM,31622.78,pIC50,,4.5
CHEMBL2026860,O=C(Nc1ccc(-c2nnc(NCCCN3CCCOCC3)o2)cc1)c1ccccc1F,,CHEMBL2022498,4.70,=,1,=,IC50,nM,19952.62,pIC50,,4.7
CHEMBL2026860,O=C(Nc1ccc(-c2nnc(NCCCN3CCCC3)o2)cc1)c1ccccc1F,,CHEMBL2022499,5.10,=,1,=,IC50,nM,7943.28,pIC50,,5.1
CHEMBL2026860,C[C@@H]1CC[C@@H](C)N1CCCNc1nnc(-c2ccc(NC(=O)c3ccccc3F)cc2)o1,,CHEMBL2022500,5.10,=,1,=,IC50,nM,7943.28,pIC50,,5.1
CHEMBL2026860,CN1CCN(CCCNc2nnc(-c3ccc(NC(=O)c4ccccc4F)cc3)o2)CC1,,CHEMBL2022501,4.20,=,1,=,IC50,nM,63095.73,pIC50,,4.2
CHEMBL2026860,O=C(Nc1ccc(-c2nnc(NCCCN3CCC(F)CC3)o2)cc1)c1ccccc1F,,CHEMBL2022503,5.10,=,1,=,IC50,nM,7943.28,pIC50,,5.1
CHEMBL2026860,O=C(Nc1ccc(-c2nnc(NCCCN3C[C@@H]4CC[C@H]3C4)o2)cc1)c1ccccc1F,,CHEMBL2022504,5.20,=,1,=,IC50,nM,6309.57,pIC50,,5.2
CHEMBL2026860,O=C(Nc1ccc(-c2nnc(NCCCN3CCN4CCC3CC4)o2)cc1)c1ccccc1F,,CHEMBL2021936,4.90,=,1,=,IC50,nM,12589.25,pIC50,,4.9
CHEMBL2026860,O=C(Nc1ccc(-c2nnc(NCCCCN3CCOCC3)o2)cc1)c1ccccc1F,,CHEMBL2022729,4.20,=,1,=,IC50,nM,63095.73,pIC50,,4.2
CHEMBL2026860,O=C(Nc1ccc(-c2nnc(NCCCCN3CCCOCC3)o2)cc1)c1ccccc1F,,CHEMBL2022730,4.90,=,1,=,IC50,nM,12589.25,pIC50,,4.9
CHEMBL2026860,O=C(Nc1ccc(-c2nnc(NCCCCN3CCCC3)o2)cc1)c1ccccc1F,,CHEMBL2022731,4.90,=,1,=,IC50,nM,12589.25,pIC50,,4.9
CHEMBL2026860,CCN(CC)CCCCNc1nnc(-c2ccc(NC(=O)c3ccccc3F)cc2)o1,,CHEMBL2022732,4.70,=,1,=,IC50,nM,19952.62,pIC50,,4.7
CHEMBL2026860,O=C(Nc1ccc(-c2nnc(NCCCCN3CCCCC3)o2)cc1)c1ccccc1F,,CHEMBL2022733,4.90,=,1,=,IC50,nM,12589.25,pIC50,,4.9
CHEMBL2026860,O=C(Nc1ccc(-c2nnc(NCCCCN3CCCCC3)o2)cc1)c1ccccc1,,CHEMBL2022734,4.70,=,1,=,IC50,nM,19952.62,pIC50,,4.7
CHEMBL2026860,O=C(Nc1ccc(-c2nnc(NCCCCN3CCCCC3)o2)cc1)C1CCCCC1,,CHEMBL2022735,4.60,=,1,=,IC50,nM,25118.86,pIC50,,4.6
CHEMBL2026860,COc1cc(NC(=O)c2ccccc2F)ccc1-c1nnc(NCCCCN2CCCCC2)o1,,CHEMBL2022736,4.80,=,1,=,IC50,nM,15848.93,pIC50,,4.8
CHEMBL2026860,O=C(Nc1ccc(-c2nnc(NCCCCN3CCCCC3)o2)c(Cl)c1)c1ccccc1F,,CHEMBL2022737,5.70,=,1,=,IC50,nM,1995.26,pIC50,,5.7
CHEMBL2026860,O=C(Nc1ccc(-c2nnc(NCCCCN3CCOCC3)o2)c(F)c1)c1ccccc1F,,CHEMBL2022739,4.40,=,1,=,IC50,nM,39810.72,pIC50,,4.4
CHEMBL2026860,O=C(Nc1ccc(-c2nnc(NCCCCN3CCOCC3)o2)c(F)c1)c1ccccc1,,CHEMBL2022740,4.80,=,1,=,IC50,nM,15848.93,pIC50,,4.8
CHEMBL2026860,O=C(Nc1ccc(-c2nnc(NCCCCN3CCC(F)CC3)o2)cc1)c1ccccc1F,,CHEMBL2022741,4.80,=,1,=,IC50,nM,15848.93,pIC50,,4.8
CHEMBL2026865,O=C(Nc1ccc(-c2nnc(NCCCCN3CCOCC3)o2)cc1)c1ccccc1F,,CHEMBL2022729,4.53,=,1,=,IC50,nM,29512.09,pIC50,,4.53
CHEMBL2026865,O=C(Nc1ccc(-c2nnc(NCCCCN3CCCCC3)o2)cc1)c1ccccc1F,,CHEMBL2022733,4.90,=,1,=,IC50,nM,12589.25,pIC50,,4.9
CHEMBL2026865,O=C(Nc1ccc(-c2nnc(NCCCCN3CCOCC3)o2)c(F)c1)c1ccccc1F,,CHEMBL2022739,4.73,=,1,=,IC50,nM,18620.87,pIC50,,4.73
CHEMBL2026493,NS(=O)(=O)c1ccc(OCCN2CCCCC2)cc1,,CHEMBL2024309,4.62,=,1,=,IC50,nM,24000.0,IC50,uM,24.0
CHEMBL2026493,CCOC(=O)C1CCN(CCOc2ccc(S(N)(=O)=O)cc2)CC1,,CHEMBL2024310,4.64,=,1,=,IC50,nM,22900.0,IC50,uM,22.9
CHEMBL2026493,NS(=O)(=O)c1ccc(OCCCN2CCCCC2)cc1,,CHEMBL2024378,4.03,=,1,=,IC50,nM,93200.0,IC50,uM,93.2
CHEMBL2026493,CCOC(=O)C1CCN(CCCOc2ccc(S(N)(=O)=O)cc2)CC1,,CHEMBL2024379,4.12,=,1,=,IC50,nM,76500.0,IC50,uM,76.5
CHEMBL2026493,NS(=O)(=O)c1ccc(OCCCCN2CCCCC2)cc1,,CHEMBL2024382,4.87,=,1,=,IC50,nM,13600.0,IC50,uM,13.6
CHEMBL2026493,CCOC(=O)C1CCN(CCCCOc2ccc(S(N)(=O)=O)cc2)CC1,,CHEMBL2024383,4.73,=,1,=,IC50,nM,18800.0,IC50,uM,18.8
CHEMBL2026493,CC(C)NC(=O)NS(=O)(=O)c1ccc(OCCN2CCCCC2)cc1,,CHEMBL2024389,4.58,=,1,=,IC50,nM,26100.0,IC50,uM,26.1
CHEMBL2026493,O=C(Nc1ccccc1)NS(=O)(=O)c1ccc(OCCN2CCCCC2)cc1,,CHEMBL2024390,4.56,=,1,=,IC50,nM,27600.0,IC50,uM,27.6
CHEMBL2026493,CCOC(=O)C1CCN(CCCOc2ccc(S(=O)(=O)NC(=O)Nc3ccccc3)cc2)CC1,,CHEMBL2021969,4.10,=,1,=,IC50,nM,78700.0,IC50,uM,78.7
CHEMBL2026493,O=C(Nc1ccc(C(F)(F)F)cc1)NS(=O)(=O)c1ccc(OCCCCN2CCCC2)cc1,,CHEMBL2021974,4.31,=,1,=,IC50,nM,49100.0,IC50,uM,49.1
CHEMBL2025095,Cc1cccc(C(CCCN)(c2ccccc2)c2ccccc2)c1,,CHEMBL2022997,5.19,=,1,=,IC50,nM,6480.0,IC50,uM,6.48
CHEMBL2025095,Cc1ccc(C(=O)N(CCCN)[C@@H](c2nc3cc(Cl)ccc3c(=O)n2Cc2ccccc2)C(C)C)cc1,,CHEMBL228814,5.32,=,1,=,IC50,nM,4810.0,IC50,uM,4.81
CHEMBL2032591,C[C@H]1c2c([nH]c3ccc(C(F)(F)F)cc23)C[C@H]2CCN(CCCC3CCOCC3)C[C@@H]21,,CHEMBL1922270,7.52,=,1,=,IC50,nM,30.0,IC50,uM,0.03
CHEMBL2032591,C[C@H]1c2c([nH]c3ccc(C(F)(F)F)cc23)C[C@H]2CCN(CCCC3(C(=O)O)CCOCC3)C[C@@H]21,,CHEMBL2032047,6.52,=,1,=,IC50,nM,300.0,IC50,uM,0.3
CHEMBL2032591,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,,CHEMBL17157,7.25,=,1,=,IC50,nM,56.0,IC50,uM,0.056
CHEMBL2032591,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,,CHEMBL914,4.64,=,1,=,IC50,nM,23000.0,IC50,uM,23.0
CHEMBL2032908,CCOC(=O)C1CCCN(C(=N)c2ccc(C(=O)Nc3ccc(Cl)cc3C(=O)Nc3ccc(Cl)cn3)cc2)C1,,CHEMBL218735,7.80,=,1,=,Ki,nM,16.0,Ki,uM,0.016
CHEMBL2032963,O=C(NCC(=O)N1CC[C@H](N[C@H]2CC[C@@](O)(c3ccc(-c4ncccn4)cn3)CC2)C1)c1cccc(C(F)(F)F)c1,,CHEMBL2029422,4.70,=,1,=,IC50,nM,20000.0,IC50,uM,20.0
CHEMBL2032544,O=C(C1CCN(c2nccc(C(F)(F)F)n2)CC1)N1CC[C@H](N[C@H]2CC[C@@](O)(c3ccc(-c4ncccn4)cn3)CC2)C1,,CHEMBL2029569,4.58,=,1,=,IC50,nM,26000.0,IC50,uM,26.0
CHEMBL2032544,O=C(C1CCN(c2cc(C(F)(F)F)ccn2)CC1)N1CC[C@H](N[C@H]2CC[C@@](O)(c3ccc(-c4ncccn4)cn3)CC2)C1,,CHEMBL2029568,4.55,=,1,=,IC50,nM,28000.0,IC50,uM,28.0
CHEMBL2032544,O=C(C1CCN(c2cccc(C(F)(F)F)n2)CC1)N1CC[C@H](N[C@H]2CC[C@@](O)(c3ccc(-c4ncccn4)cn3)CC2)C1,,CHEMBL2029567,5.00,=,1,=,IC50,nM,10000.0,IC50,uM,10.0
CHEMBL2032544,O=C(C1CCN(c2cccc(C(F)(F)F)c2)CC1)N1CC[C@H](N[C@H]2CC[C@@](O)(c3ccc(-c4ncccn4)cn3)CC2)C1,,CHEMBL2029566,5.05,=,1,=,IC50,nM,9000.0,IC50,uM,9.0
CHEMBL2032544,O=C(NCC(=O)N1CC[C@H](N[C@H]2CC[C@@](O)(c3ccc(-c4ccncc4)cn3)CC2)C1)c1cccc(C(F)(F)F)c1,,CHEMBL2029419,4.89,=,1,=,IC50,nM,13000.0,IC50,uM,13.0
CHEMBL2032544,O=C(NCC(=O)N1CC[C@H](N[C@H]2CC[C@@](O)(c3ccc(-c4cccnc4)cn3)CC2)C1)c1cccc(C(F)(F)F)c1,,CHEMBL2029418,4.52,=,1,=,IC50,nM,30000.0,IC50,uM,30.0
CHEMBL2032544,Cc1ccc([C@]2(O)CC[C@H](N[C@H]3CCN(C(=O)CNC(=O)c4cccc(C(F)(F)F)c4)C3)CC2)nc1,,CHEMBL2029417,4.62,=,1,=,IC50,nM,24000.0,IC50,uM,24.0
CHEMBL2034394,CNC(=O)c1ccc(-c2ccc3c(c2)CCN(CCN2CCCC2)C3=O)cc1,,CHEMBL2031868,4.54,=,1,=,IC50,nM,29000.0,IC50,uM,29.0
CHEMBL2034394,CCNC(=O)c1ccc(-c2ccc3c(c2)CCN(CCN2CCCC2)C3=O)cc1,,CHEMBL2031869,4.80,=,1,=,IC50,nM,16000.0,IC50,uM,16.0
CHEMBL2034394,CC(C)NC(=O)c1ccc(-c2ccc3c(c2)CCN(CCN2CCCC2)C3=O)cc1,,CHEMBL2031870,5.21,=,1,=,IC50,nM,6200.0,IC50,uM,6.2
CHEMBL2034394,O=C(NC1CC1)c1ccc(-c2ccc3c(c2)CCN(CCN2CCCC2)C3=O)cc1,,CHEMBL2031871,4.96,=,1,=,IC50,nM,11000.0,IC50,uM,11.0
CHEMBL2034394,O=C(NC1CCC1)c1ccc(-c2ccc3c(c2)CCN(CCN2CCCC2)C3=O)cc1,,CHEMBL2031872,5.60,=,1,=,IC50,nM,2500.0,IC50,uM,2.5
CHEMBL2034394,O=C(NC1CCCC1)c1ccc(-c2ccc3c(c2)CCN(CCN2CCCC2)C3=O)cc1,,CHEMBL2031873,5.09,=,1,=,IC50,nM,8200.0,IC50,uM,8.2
CHEMBL2034394,CN(C)C(=O)c1ccc(-c2ccc3c(c2)CCN(CCN2CCCC2)C3=O)cc1,,CHEMBL2031874,4.96,=,1,=,IC50,nM,11000.0,IC50,uM,11.0
CHEMBL2034394,O=C(c1ccc(-c2ccc3c(c2)CCN(CCN2CCCC2)C3=O)cc1)N1CCCC1,,CHEMBL2031875,5.06,=,1,=,IC50,nM,8800.0,IC50,uM,8.8
CHEMBL2034394,C[C@@H]1CCCN1C(=O)c1ccc(-c2ccc3c(c2)CCN(CCN2CCCC2)C3=O)cc1,,CHEMBL2031876,4.98,=,1,=,IC50,nM,10500.0,IC50,uM,10.5
CHEMBL2034394,C[C@H]1CCCN1C(=O)c1ccc(-c2ccc3c(c2)CCN(CCN2CCCC2)C3=O)cc1,,CHEMBL2031877,4.92,=,1,=,IC50,nM,12000.0,IC50,uM,12.0
CHEMBL2034394,O=C(c1ccc(-c2ccc3c(c2)CCN(CCN2CCCC2)C3=O)c(F)c1)N1CCCC1,,CHEMBL2031878,4.95,=,1,=,IC50,nM,11300.0,IC50,uM,11.3
CHEMBL2034394,O=C(c1ccc(-c2ccc3c(c2)CCN(CCN2CCCC2)C3=O)cc1F)N1CCCC1,,CHEMBL2031879,5.06,=,1,=,IC50,nM,8800.0,IC50,uM,8.8
CHEMBL2034394,O=C(c1ccc(-c2ccc3c(c2)CCN(CCN2CCCC2)C3=O)cc1Cl)N1CCCC1,,CHEMBL2031880,5.03,=,1,=,IC50,nM,9300.0,IC50,uM,9.3
CHEMBL2034394,CNC(=O)c1ccc(-c2ccc3c(c2)CCN(CCN2CCCC2)C3=O)c(F)c1,,CHEMBL2031881,5.43,=,1,=,IC50,nM,3700.0,IC50,uM,3.7
CHEMBL2034394,CN(C)C(=O)c1ccc(-c2ccc3c(c2)CCN(CCN2CCCC2)C3=O)c(F)c1,,CHEMBL2031882,4.49,=,1,=,IC50,nM,32500.0,IC50,uM,32.5
CHEMBL2034394,CNC(=O)c1ccc(-c2ccc3c(c2)CCN(CCN2CCC[C@H]2C)C3=O)cc1,,CHEMBL2031883,4.77,=,1,=,IC50,nM,17000.0,IC50,uM,17.0
CHEMBL2034394,CCNC(=O)c1ccc(-c2ccc3c(c2)CCN(CCN2CCC[C@H]2C)C3=O)cc1,,CHEMBL2031884,5.13,=,1,=,IC50,nM,7400.0,IC50,uM,7.4
CHEMBL2034394,C[C@@H]1CCCN1CCN1CCc2cc(-c3ccc(C(=O)N4CCCC4)cc3)ccc2C1=O,,CHEMBL2031885,5.02,=,1,=,IC50,nM,9600.0,IC50,uM,9.6
CHEMBL2034394,C[C@@H]1CCCN1CCN1CCc2cc(-c3ccc(F)cc3)ccc2C1=O,,CHEMBL2031760,6.52,=,1,=,IC50,nM,300.0,IC50,uM,0.3
CHEMBL2034394,C[C@@H]1CCCN1CCN1CCc2cc(-c3ccc(C#N)cc3)ccc2C1=O,,CHEMBL2031762,6.85,=,1,=,IC50,nM,140.0,IC50,uM,0.14
CHEMBL2032798,CCS(=O)(=O)n1c2c(c3cc(C(=O)N4CCC(C)CC4)ccc31)CN(C1CCOCC1)CC2,,CHEMBL1950351,5.51,=,1,=,IC50,nM,3100.0,IC50,uM,3.1
CHEMBL2032798,CNC(=O)CCCN(C)C(=O)c1ccc2c(c1)c1c(n2C)CC[C@@H](C2CCOCC2)C1,Outside typical range,CHEMBL2029729,,=,1,=,IC50,nM,105000.0,IC50,uM,105.0
CHEMBL2034507,O=C1CC2CCc3cc(OC4CCN(C5CCC5)CC4)ccc3C2=NN1,,CHEMBL2031477,4.75,=,1,=,IC50,nM,18000.0,IC50,uM,18.0
CHEMBL2033832,COc1cc(CN2CCN(CCCCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc(OC)c1OC,,CHEMBL2031958,6.40,=,1,=,IC50,nM,400.0,IC50,uM,0.4
CHEMBL2033832,CC(C)(C)c1cc(CN2CCN(CCCCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc(C(C)(C)C)c1O,,CHEMBL2031961,7.00,=,1,=,IC50,nM,100.0,IC50,uM,0.1
CHEMBL2033832,CC(C)(C)c1cc(C(=O)N2CCN(CCCCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc(C(C)(C)C)c1O,,CHEMBL2031962,6.60,=,1,=,IC50,nM,250.0,IC50,uM,0.25
CHEMBL2033832,COc1c(C(C)(C)C)cc(CN2CCN(CCCCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1C(C)(C)C,,CHEMBL2031965,7.00,=,1,=,IC50,nM,100.0,IC50,uM,0.1
CHEMBL2033832,COc1c(C(C)(C)C)cc(C(=O)N2CCN(CCCCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1C(C)(C)C,,CHEMBL2031966,6.18,=,1,=,IC50,nM,660.0,IC50,uM,0.66
CHEMBL2033832,COc1c(C(C)(C)C)cc(CN2CCN(C(=O)CCCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1C(C)(C)C,,CHEMBL2031967,6.89,=,1,=,IC50,nM,130.0,IC50,uM,0.13
CHEMBL2033832,COc1c(C(C)(C)C)cc(C(=O)N2CCN(C(=O)CCCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1C(C)(C)C,,CHEMBL2031968,5.05,=,1,=,IC50,nM,9000.0,IC50,uM,9.0
CHEMBL2033832,CC(C)(C)c1cc(CN2CCN(CCCCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc(C(C)(C)C)c1,,CHEMBL2031969,7.00,=,1,=,IC50,nM,100.0,IC50,uM,0.1
